ID,str_exp,TextList,Segmened_text,var
3471,((25.0*2)*2),"Point(A), Point(B), Point(C), Circle(O), IsMidpointOf(Point(C),Line($)), Line(A,B), Equals(MeasureOf(Angle(C,D,B)),25), Find(MeasureOf(Angle(A,O,B)))",Point A  Point B  Point C  Circle O  IsMidpointOf Point C Line $   Line AB  Equals MeasureOf Angle CDB  25  Find MeasureOf Angle AOB   ,100
1809,((25.0*2)*2),"IsChordOf(Line(A,B),Circle(O)), Perpendicular(Line(O,C),Line(A,B)), Circle(O), Point(C), Line(O,A), Line(O,B), Line(B,C), Equals(MeasureOf(Angle(A,B,C)),25), Find(MeasureOf(Angle(A,O,B)))",IsChordOf Line AB Circle O   Perpendicular Line OC Line AB   Circle O  Point C  Line OA  Line OB  Line BC  Equals MeasureOf Angle ABC  25  Find MeasureOf Angle AOB   ,100
9780,((25.0+30.0)*2),"Circle(O), Circle($), Equals(MeasureOf(Angle(B,A,C)),25), Equals(MeasureOf(Angle(C,E,D)),30), Find(MeasureOf(Angle(B,O,D)))",Circle O  Circle $  Equals MeasureOf Angle BAC  25  Equals MeasureOf Angle CED  30  Find MeasureOf Angle BOD   ,110
9162,((26.0*10.0)/2),"Rhombus(A,B,C,D), Equals(LengthOf(Line(A,C)),26), Equals(LengthOf(Line(B,D)),10), Find(AreaOf(Rhombus(A,B,C,D)))",Rhombus ABCD  Equals LengthOf Line AC  26  Equals LengthOf Line BD  10  Find AreaOf Rhombus ABCD   ,130
1496,((28.0+92.0)/2),"Equals(MeasureOf(Angle(A)),28), Equals(MeasureOf(Angle(B,F,C)),92), Equals(MeasureOf(Angle(B)),MeasureOf(Angle(C))), Find(MeasureOf(Angle(B,D,C)))",Equals MeasureOf Angle A  28  Equals MeasureOf Angle BFC  92  Equals MeasureOf Angle B  MeasureOf Angle C    Find MeasureOf Angle BDC   ,60
9437,((3.0*2)*((1.0+2.0)/2.0)),"Parallelogram(A,B,C,D), Point(P), Line(A,D), Equals(LengthOf(Line(A,P), Line(D,P)),1:2), Find(AreaOf(Parallelogram(A,B,C,D)))",Parallelogram ABCD  Point P  Line AD  Equals LengthOf Line AP  Line DP  1:2  Find AreaOf Parallelogram ABCD   ,9
5598,((3.0*2)*(tan(60.0/180*pi))),"Triangle($), Mul(Angle($),60), Equals(LengthOf(Line(A,B)),3)",Triangle $  Mul Angle $ 60  Equals LengthOf Line AB  3 ,10.39230485
7621,((3.0*2)*2),"Parallelogram(A,B,C,D), IsMidpointOf(Point(M),IntersectAt(Line(C,D),Line(A,M),Line(B,D),Point(N))), Triangle($)",Parallelogram ABCD  IsMidpointOf Point M IntersectAt Line CD Line AM Line BD Point N    Triangle $ ,12
7720,((3.0*2)*2),"Parallelogram(A,B,C,D), Point(E), Line(C,D), IntersectAt(Line(B,E),Line(A,D),Point(F)), Equals(LengthOf(Line(C,D)),Mul(Line(D,E),2)), Equals(LengthOf(Triangle(D,E,F)),3), Find(AreaOf(Triangle(A,B,F)))",Parallelogram ABCD  Point E  Line CD  IntersectAt Line BE Line AD Point F   Equals LengthOf Line CD  Mul Line DE 2   Equals LengthOf Triangle DEF  3  Find AreaOf Triangle ABF   ,12
7611,((3.0*2)*2),"LengthOf(Triangle(A,B,C)), Line(A,B), Line(A,C), Equals(LengthOf(Triangle(A,D,E)),3), Find(LengthOf(Triangle(A,B,C)))",LengthOf Triangle ABC   Line AB  Line AC  Equals LengthOf Triangle ADE  3  Find LengthOf Triangle ABC   ,12
5883,((3.0*2)*2),"Equilateral(Triangle(A,B,C)), Triangle($), IsMidpointOf(Point(D),Line(A,C)), Perpendicular(Line(D,E),Line(B,C)), Equals(LengthOf(Line(C,E)),3), Find(LengthOf(Line(A,B)))",Equilateral Triangle ABC   Triangle $  IsMidpointOf Point D Line AC   Perpendicular Line DE Line BC   Equals LengthOf Line CE  3  Find LengthOf Line AB   ,12
7658,((3.0*2)*2),"LengthOf(Triangle(A,B,C)), IsMidpointOf(Point(D),Line(A,B)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Triangle(A,D,E)),3), Find(LengthOf(Triangle(A,B,C)))",LengthOf Triangle ABC   IsMidpointOf Point D Line AB   Parallel Line DE Line BC   Equals LengthOf Triangle ADE  3  Find LengthOf Triangle ABC   ,12
5725,((3.0*2)*2),"Parallelogram(A,B,C,D), Line(A,C), Line(B,D), Point(O), IsMidpointOf(Point(E),Line(A,B)), IsMidpointOf(Point(F),Line(A,B)), Line(A,O), Line(E,F), Equals(LengthOf(Line(E,F)),3), Find(LengthOf(Line(B,D)))",Parallelogram ABCD  Line AC  Line BD  Point O  IsMidpointOf Point E Line AB   IsMidpointOf Point F Line AB   Line AO  Line EF  Equals LengthOf Line EF  3  Find LengthOf Line BD   ,12
9119,((3.0*2)*2),"Rhombus(A,B,C,D), Equals(MeasureOf(Angle(B,A,D)),120), Equals(Line(A,C),3), Find(PerimeterOf(Rhombus(A,B,C,D)))",Rhombus ABCD  Equals MeasureOf Angle BAD  120  Equals Line AC 3  Find PerimeterOf Rhombus ABCD   ,12
2253,((3.0*2)*8.0),"HeightOf(Polygon($)), Equals(BaseOf(Polygon($)),3), BaseOf(Polygon($)), Find(AreaOf(Polygon($)))",HeightOf Polygon $   Equals BaseOf Polygon $  3  BaseOf Polygon $   Find AreaOf Polygon $   ,48
3657,((3.0*2)/2),"InscribedIn(Triangle(A,B,C),Circle($)), Equals(MeasureOf(Angle(B)),30), Equals(MeasureOf(Angle(C)),60), Equals(LengthOf(Line(A,C)),3), Find(RadiusOf(Circle($)))",InscribedIn Triangle ABC Circle $   Equals MeasureOf Angle B  30  Equals MeasureOf Angle C  60  Equals LengthOf Line AC  3  Find RadiusOf Circle $   ,3
3597,((3.0*2)/2),"Circle(C), Point(A), Point(B), Equals(MeasureOf(Angle(B,M,O)),120), Find(LengthOf(Circle(C)))",Circle C  Point A  Point B  Equals MeasureOf Angle BMO  120  Find LengthOf Circle C   ,3
1243,((3.0*2)+13.0),"LengthOf(Triangle(A,B,C)), IsPerpendicularBisectorOf(Line(D,E),Line(A,C)), Equals(LengthOf(Line(A,E)),3), PerimeterOf(Polygon($)), Equals(LengthOf(Triangle(A,B,D)),13), Find(LengthOf(Triangle(A,B,C)))",LengthOf Triangle ABC   IsPerpendicularBisectorOf Line DE Line AC   Equals LengthOf Line AE  3  PerimeterOf Polygon $   Equals LengthOf Triangle ABD  13  Find LengthOf Triangle ABC   ,19
884,((3.0*2)+13.0),"LengthOf(Triangle(A,B,C)), IsPerpendicularBisectorOf(Line(D,E),Line(A,C)), Equals(LengthOf(Line(A,E)),3), PerimeterOf(Polygon($)), Equals(LengthOf(Triangle(A,B,D)),13), Find(LengthOf(Triangle(A,B,C)))",LengthOf Triangle ABC   IsPerpendicularBisectorOf Line DE Line AC   Equals LengthOf Line AE  3  PerimeterOf Polygon $   Equals LengthOf Triangle ABD  13  Find LengthOf Triangle ABC   ,19
926,((3.0*2)+15.0),"LengthOf(Triangle(A,B,C)), IsMidpointOf(Point(D),Line(A,B)), Perpendicular(Line(D,E),Line(A,B)), Point(D), Line(A,C), Point(E), Line(B,E), PerimeterOf(Polygon($)), Equals(LengthOf(Triangle(B,E,C)),15), Equals(LengthOf(Line(A,D)),3), Find(PerimeterOf(Polygon($)))",LengthOf Triangle ABC   IsMidpointOf Point D Line AB   Perpendicular Line DE Line AB   Point D  Line AC  Point E  Line BE  PerimeterOf Polygon $   Equals LengthOf Triangle BEC  15  Equals LengthOf Line AD  3  Find PerimeterOf Polygon $   ,21
1420,((3.0*2)+20.0),"LengthOf(Triangle(A,B,C)), Line(E,D), Line(B,C), Line(A,B), Point(D), Point(E), Equals(LengthOf(Line(B,D)),3), PerimeterOf(Polygon($)), Equals(LengthOf(Triangle(A,E,C)),20), Find(LengthOf(Triangle(A,B,C)))",LengthOf Triangle ABC   Line ED  Line BC  Line AB  Point D  Point E  Equals LengthOf Line BD  3  PerimeterOf Polygon $   Equals LengthOf Triangle AEC  20  Find LengthOf Triangle ABC   ,26
5937,((3.0*2)+7.0),"LengthOf(Triangle(A,B,C)), IsMidpointOf(Point(M),Line(B,C)), BisectsAngle(Line(A,N),MeasureOf(Angle(B,A,C))), Perpendicular(Line(B,N),Line(A,N)), Point(N), Equals(LengthOf(Line(A,B)),7), Equals(LengthOf(Line(M,N)),3), Find(LengthOf(Line(A,C)))",LengthOf Triangle ABC   IsMidpointOf Point M Line BC   BisectsAngle Line AN MeasureOf Angle BAC    Perpendicular Line BN Line AN   Point N  Equals LengthOf Line AB  7  Equals LengthOf Line MN  3  Find LengthOf Line AC   ,13
1222,((3.0*2)+8.0),"IsMidpointOf(Point(M),Line(B,C)), LengthOf(Triangle(A,B,C)), BisectsAngle(Line(A,N),MeasureOf(Angle(B,A,C))), Perpendicular(Line(B,N),Line(A,N)), Point(N), Equals(LengthOf(Line(A,B)),8), Equals(LengthOf(Line(M,N)),3), Find(LengthOf(Line(A,C)))",IsMidpointOf Point M Line BC   LengthOf Triangle ABC   BisectsAngle Line AN MeasureOf Angle BAC    Perpendicular Line BN Line AN   Point N  Equals LengthOf Line AB  8  Equals LengthOf Line MN  3  Find LengthOf Line AC   ,14
9279,((3.0*2.0)/2),"Parallelogram(A,B,C,D), Line(A,C), IsDiagonalOf(Line(B,D),Polygon($)), Equals(LengthOf(Line(B,C)),3), HeightOf(Polygon($)), Line(B,C), Equals(SideOf(Regular(Polygon($))),2), Find(AreaOf(Polygon($)))",Parallelogram ABCD  Line AC  IsDiagonalOf Line BD Polygon $   Equals LengthOf Line BC  3  HeightOf Polygon $   Line BC  Equals SideOf Regular Polygon $   2  Find AreaOf Polygon $   ,3
7443,((3.0*3.0)/|3.0-2.0|),"LengthOf(Triangle(A,B,C)), Line(B,C), Line(A,C), MeasureOf(Angle(A,D,B)), Equals(MeasureOf(Angle(E,D,C)),120), Equals(LengthOf(Line(B,D)),3), Equals(LengthOf(Line(C,E)),2), Find(LengthOf(Triangle(A,B,C)))",LengthOf Triangle ABC   Line BC  Line AC  MeasureOf Angle ADB   Equals MeasureOf Angle EDC  120  Equals LengthOf Line BD  3  Equals LengthOf Line CE  2  Find LengthOf Triangle ABC   ,9
4809,((3.0*3.0)/4.0),"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(B,C)),3), Equals(LengthOf(Line(A,C)),4), Similar(LengthOf(Triangle(A,B,C)),LengthOf(Triangle(B,D,C))), Find(LengthOf(Line(C,D)))",LengthOf Triangle ABC   Equals LengthOf Line BC  3  Equals LengthOf Line AC  4  Similar LengthOf Triangle ABC  LengthOf Triangle BDC    Find LengthOf Line CD   ,2.25
7093,((3.0*3.0*pi)+((¡Ì(3.0*3.0+4.0*4.0))*3.0*pi)),"BaseOf(Polygon($)), Circle($), HeightOf(Isosceles(Triangle($))), Find(AreaOf(Polygon($)))",BaseOf Polygon $   Circle $  HeightOf Isosceles Triangle $    Find AreaOf Polygon $   ,75.39822369
9092,((3.0*4.0)/(¡Ì(3.0*3.0+4.0*4.0))),"Quadrilateral(A,B,C,D), Equals(LengthOf(Line(A,B)),3), Equals(LengthOf(Line(A,D)),4), Perpendicular(Line(B,E),Line(A,C)), Find(LengthOf(Line(B,E)))",Quadrilateral ABCD  Equals LengthOf Line AB  3  Equals LengthOf Line AD  4  Perpendicular Line BE Line AC   Find LengthOf Line BE   ,2.4
4165,((3.0*4.0)/5.0),"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,B)),5), Equals(LengthOf(Line(B,C)),3), Equals(LengthOf(Line(A,C)),4), Circle($), Point(C), Line(A,B), Find(RadiusOf(Circle(C)))",LengthOf Triangle ABC   Equals LengthOf Line AB  5  Equals LengthOf Line BC  3  Equals LengthOf Line AC  4  Circle $  Point C  Line AB  Find RadiusOf Circle C   ,2.4
2798,((3.0/1.0)*2.0),"Triangle(A,B,C), Equals(MeasureOf(Angle(C)),90), Equals(SinOf(Angle(A)),\frac{1}{3}), Equals(LengthOf(Line(B,C)),2), Find(LengthOf(Line(A,B)))",Triangle ABC  Equals MeasureOf Angle C  90  Equals SinOf Angle A  \frac{1}{3}  Equals LengthOf Line BC  2  Find LengthOf Line AB   ,6
4654,((3.0/1.0)/6.0),"LengthOf(Triangle(A,B,C)), Point(D), Point(E), Line(A,B), Line(A,C), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,E), Line(E,C)),3:1), Equals(LengthOf(Line(A,D)),6), Find(LengthOf(Line(B,D)))",LengthOf Triangle ABC   Point D  Point E  Line AB  Line AC  Parallel Line DE Line BC   Equals LengthOf Line AE  Line EC  3:1  Equals LengthOf Line AD  6  Find LengthOf Line BD   ,2
5737,((3.0/2)*2),"Triangle(A,B,C), Equals(MeasureOf(Angle(B)),90), Equals(LengthOf(Line(A,B)),3), Equals(LengthOf(Line(B,C)),4), Point(D), Line(B,C), Parallelogram($), Quadrilateral(A,D,C,E), Line(A,C), Find(Line(D,E))",Triangle ABC  Equals MeasureOf Angle B  90  Equals LengthOf Line AB  3  Equals LengthOf Line BC  4  Point D  Line BC  Parallelogram $  Quadrilateral ADCE  Line AC  Find Line DE  ,3
9456,((3.0/2)*2),"Triangle(A,B,C), Equals(MeasureOf(Angle(B)),90), Equals(LengthOf(Line(A,B)),3), Equals(LengthOf(Line(B,C)),4), Point(D), Line(B,C), Parallelogram(A,D,C,E), Line(A,C), Find(Line(D,E))",Triangle ABC  Equals MeasureOf Angle B  90  Equals LengthOf Line AB  3  Equals LengthOf Line BC  4  Point D  Line BC  Parallelogram ADCE  Line AC  Find Line DE  ,3
952,((3.0/2.0)*(3.0/2.0)),"Similar(Pentagon(A,B,C,D,E),Pentagon(P,O,G,M,N)), Find(Pentagon(P,O,G,M,N))",Similar Pentagon ABCDE Pentagon POGMN   Find Pentagon POGMN  ,2.25
2772,((3.0/2.0)/3.0),"Angle($), Line(O,A), Find(t)",Angle $  Line OA  Find t ,2
4686,((3.0/2.0)+(3.0/2.0*3.0)),"Equals(LengthOf(Line(A,B), Line(B,C), Line(C,D)),1:2:3), Equals(LengthOf(Line(F,G)),3), Find(Line(G,H))",Equals LengthOf Line AB  Line BC  Line CD  1:2:3  Equals LengthOf Line FG  3  Find Line GH  ,6
4687,((3.0/2.0*1.0)+3.0),"LengthOf(Triangle(A,B,C)), Line(A,B), Line(A,C), Equals(LengthOf(Line(A,D)),3), Equals(LengthOf(Line(A,E)),2), Equals(LengthOf(Line(E,C)),1), Parallel(Line(D,E),Line(B,C)), Find(LengthOf(Line(A,B)))",LengthOf Triangle ABC   Line AB  Line AC  Equals LengthOf Line AD  3  Equals LengthOf Line AE  2  Equals LengthOf Line EC  1  Parallel Line DE Line BC   Find LengthOf Line AB   ,4.5
4530,((3.0/2.0*3.0)+3.0),"Parallel(Line(A,D),Line(B,E)), Equals(Line(C,F), RatioOf(Line(A,B),Line(B,C)),\frac{2}{3}), Equals(LengthOf(Line(D,E)),3), Find(LengthOf(Line(D,F)))",Parallel Line AD Line BE   Equals Line CF  RatioOf Line AB Line BC  \frac{2}{3}  Equals LengthOf Line DE  3  Find LengthOf Line DF   ,7.5
4690,((3.0/2.0*3.0)+3.0),"Equals(LengthOf(Line(A,B)),3), Equals(LengthOf(Line(B,C)),2), Equals(LengthOf(Line(E,F)),3), Find(LengthOf(Line(D,F)))",Equals LengthOf Line AB  3  Equals LengthOf Line BC  2  Equals LengthOf Line EF  3  Find LengthOf Line DF   ,7.5
4624,((3.0/2.0*4.0)+3.0),"Equals(LengthOf(Line(A,B)),3), Equals(LengthOf(Line(D,E)),2), Equals(LengthOf(Line(E,F)),4), Find(LengthOf(Line(A,C)))",Equals LengthOf Line AB  3  Equals LengthOf Line DE  2  Equals LengthOf Line EF  4  Find LengthOf Line AC   ,9
4744,((3.0/2.0*4.0)+4.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Line(D,E), Line(A,B), Line(A,C), Point(D), Point(E), Equals(LengthOf(Line(A,D), Line(D,B)),2:3), Equals(LengthOf(Line(A,E)),4), Find(LengthOf(Line(A,C)))",LengthOf Triangle ABC   Parallel Line DE Line BC   Line DE  Line AB  Line AC  Point D  Point E  Equals LengthOf Line AD  Line DB  2:3  Equals LengthOf Line AE  4  Find LengthOf Line AC   ,10
2089,((3.0/360*120.0)*3.0*pi),"RadiusOf(Sector($)), Equals(Triangle(A,O,B),3), Equals(Angle($),120), Sector($), Find(SideOf(Regular(Polygon($))))",RadiusOf Sector $   Equals Triangle AOB 3  Equals Angle $ 120  Sector $  Find SideOf Regular Polygon $    ,9.424777961
7697,((3.0/4.0)*(10.0/2)),"InscribedIn(Triangle(A,B,C),Circle(O)), Line(A,C), Perpendicular(Line(E,F),Line(A,B)), Point(F), Equals(RatioOf(Line(A,E),Line(E,F)),\frac{3}{4}), Equals(LengthOf(Line(B,C)),10), LengthOf(Line(O,D)), Find(LengthOf(Line(B,C)))",InscribedIn Triangle ABC Circle O   Line AC  Perpendicular Line EF Line AB   Point F  Equals RatioOf Line AE Line EF  \frac{3}{4}  Equals LengthOf Line BC  10  LengthOf Line OD   Find LengthOf Line BC   ,3.75
3793,((3.0/4.0)*(2.0*2)),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Line(O,A), Line(O,C), Equals(RadiusOf(Circle(O)),R), Equals(SinOf(Angle(B)),\frac{3}{4}), Find(IsChordOf(Line(A,C),Circle($)))",Circle O  Circle $  LengthOf Triangle ABC   Line OA  Line OC  Equals RadiusOf Circle O  R  Equals SinOf Angle B  \frac{3}{4}  Find IsChordOf Line AC Circle $   ,3
4623,((3.0/4.0*3.0)+3.0),"Parallel(Line(A,B),Line(C,D)), Line(E,F), Equals(LengthOf(Line(A,D)),4), Equals(LengthOf(Line(B,C)),3), Equals(LengthOf(Line(D,F)),3), Find(LengthOf(Line(B,E)))",Parallel Line AB Line CD   Line EF  Equals LengthOf Line AD  4  Equals LengthOf Line BC  3  Equals LengthOf Line DF  3  Find LengthOf Line BE   ,5.25
7309,((3.0/5.0)/6.0),"HeightOf(Polygon($)), Equals(LengthOf(Line(A,B)),6), Equals(MeasureOf(Angle(A,C,B)),Angle($)), Line(A,C), Line(B,C), Equals(MeasureOf(Angle(A,C,B)),\frac{3}{5})",HeightOf Polygon $   Equals LengthOf Line AB  6  Equals MeasureOf Angle ACB  Angle $   Line AC  Line BC  Equals MeasureOf Angle ACB  \frac{3}{5} ,10
4727,((3.0/5.0)/6.0),"LengthOf(Triangle(A,B,C)), Line(A,B), Parallel(Line(D,E),Line(B,C)), Line(A,C), Point(E), Equals(RatioOf(Line(A,D),Line(D,B)),\frac{3}{5}), Equals(LengthOf(Line(A,E)),6), Find(LengthOf(Line(E,C)))",LengthOf Triangle ABC   Line AB  Parallel Line DE Line BC   Line AC  Point E  Equals RatioOf Line AD Line DB  \frac{3}{5}  Equals LengthOf Line AE  6  Find LengthOf Line EC   ,10
4628,((3.0/6.0*4.0)+4.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D)),6), Equals(LengthOf(Line(B,D)),3), Equals(LengthOf(Line(A,E)),4), Find(LengthOf(Line(A,C)))",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AD  6  Equals LengthOf Line BD  3  Equals LengthOf Line AE  4  Find LengthOf Line AC   ,6
9,((3.0/9.0)/2.0),"Line(B,E), HeightOf(Polygon($)), Line(C,D), Equals(Line(B,E),2), Equals(LengthOf(Line(A,B)),3), Equals(LengthOf(Line(A,C)),9), Point(A), Point(E), Point(D), Find(Line(C,D))",Line BE  HeightOf Polygon $   Line CD  Equals Line BE 2  Equals LengthOf Line AB  3  Equals LengthOf Line AC  9  Point A  Point E  Point D  Find Line CD  ,6
7994,((3.0+1.0)/3.0*6.0),"Line(D,E), Line(A,B), Line(A,C), LengthOf(Triangle(A,B,C)), Point(D), Point(E), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D), Line(B,D)),3:1,LengthOf(Line(D,E)), Find(LengthOf(Line(B,C)))",Line DE  Line AB  Line AC  LengthOf Triangle ABC   Point D  Point E  Parallel Line DE Line BC   Equals LengthOf Line AD  Line BD  3:1LengthOf Line DE   Find LengthOf Line BC   ,8
9341,((3.0+2.0)*2),"Parallelogram(A,B,C,D), Triangle($), Find(AreaOf(Parallelogram(A,B,C,D)))",Parallelogram ABCD  Triangle $  Find AreaOf Parallelogram ABCD   ,10
4721,((3.0+2.0)/15.0*3.0),"LengthOf(Triangle(A,B,C)), Line(A,B), Line(A,C), Parallel(Line(D,E),Line(F,G)), Line(B,C), Equals(LengthOf(Line(A,D), Line(D,F), Line(F,B)),3:2:1), Equals(LengthOf(Line(A,G)),15), Find(LengthOf(Line(C,E)))",LengthOf Triangle ABC   Line AB  Line AC  Parallel Line DE Line FG   Line BC  Equals LengthOf Line AD  Line DF  Line FB  3:2:1  Equals LengthOf Line AG  15  Find LengthOf Line CE   ,9
5982,((3.0+2.0)/20.0),"LengthOf(Triangle(A,B,C)), MeasureOf(Angle(A)), Angle($), Equals(LengthOf(Line(A,B)),20), Equals(LengthOf(Line(A,C)),12), Point(P), Point(B), Point(A), Point(Q), Point(C), LengthOf(Isosceles(Triangle(A,P,Q)))",LengthOf Triangle ABC   MeasureOf Angle A   Angle $  Equals LengthOf Line AB  20  Equals LengthOf Line AC  12  Point P  Point B  Point A  Point Q  Point C  LengthOf Isosceles Triangle APQ   ,4
4829,((3.0+2.0)/3.0),"Similar(LengthOf(Triangle(A,B,C)),LengthOf(Triangle(D,E,B))), Equals(LengthOf(Line(B,E)),3), Equals(LengthOf(Line(C,E)),2), Find(RatioOf(Line(E,D),Line(A,B)))",Similar LengthOf Triangle ABC  LengthOf Triangle DEB    Equals LengthOf Line BE  3  Equals LengthOf Line CE  2  Find RatioOf Line ED Line AB   ,0.6
4738,((3.0+2.0)/3.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Perpendicular(Line(A,Q),Line(B,C)), Line(D,E), Equals(LengthOf(Line(A,D)),3), Equals(LengthOf(Line(B,D)),2), Find(RatioOf(Line(A,P),Line(A,Q)))",LengthOf Triangle ABC   Parallel Line DE Line BC   Perpendicular Line AQ Line BC   Line DE  Equals LengthOf Line AD  3  Equals LengthOf Line BD  2  Find RatioOf Line AP Line AQ   ,0.6
4731,((3.0+2.0)/3.0),"LengthOf(Triangle(A,B,C)), Point(D), Point(E), Line(A,B), Line(A,C), Equals(LengthOf(Line(A,D)),3), Equals(LengthOf(Line(D,B)),2), Parallel(Line(D,E),Line(B,C)), Line(B,C))), Find(LengthOf(Line(D,E)",LengthOf Triangle ABC   Point D  Point E  Line AB  Line AC  Equals LengthOf Line AD  3  Equals LengthOf Line DB  2  Parallel Line DE Line BC   Line BC    Find LengthOf Line DE ,0.6
7461,((3.0+2.0)/3.0*6.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Line(A,B), Line(A,C), Point(D), Point(E), Equals(LengthOf(Line(A,D)),3), Equals(LengthOf(Line(D,B)),2), Equals(LengthOf(Line(B,C)),6), Find(LengthOf(Line(D,E)))",LengthOf Triangle ABC   Parallel Line DE Line BC   Line AB  Line AC  Point D  Point E  Equals LengthOf Line AD  3  Equals LengthOf Line DB  2  Equals LengthOf Line BC  6  Find LengthOf Line DE   ,3.6
7428,((3.0+2.0)/3.0*6.0),"LengthOf(Triangle(A,B,C)), Line(A,B), Line(A,C), Equals(Parallel(Line(D,E),Line(B,C)), RatioOf(Line(A,D),Line(B,D)),\frac{3}{2}), Equals(LengthOf(Line(D,E)),6), Find(LengthOf(Line(B,C)))",LengthOf Triangle ABC   Line AB  Line AC  Equals Parallel Line DE Line BC   RatioOf Line AD Line BD  \frac{3}{2}  Equals LengthOf Line DE  6  Find LengthOf Line BC   ,10
7451,((3.0+2.0)/3.0*6.0),"LengthOf(Triangle(A,B,C)), Equals(Parallel(Line(D,E),Line(B,C)), RatioOf(Line(A,D),Line(D,B)),\frac{3}{2}), Equals(LengthOf(Line(D,E)),6), Find(LengthOf(Line(B,C)))",LengthOf Triangle ABC   Equals Parallel Line DE Line BC   RatioOf Line AD Line DB  \frac{3}{2}  Equals LengthOf Line DE  6  Find LengthOf Line BC   ,10
9549,((3.0+3.0)+5.0),"IntersectAt(Parallelogram(A,B,C,D),Line(A,C),Line(B,D),Point(O)), Point(E), Point(F), Line(A,D), Line(B,C), Line(E,F), Point(O), Equals(LengthOf(Line(A,B)),3), Equals(LengthOf(Line(B,C)),5), Equals(LengthOf(Line(E,F)),Line(A,B)), Find(PerimeterOf(Quadrilateral(C,D,E,F)))",IntersectAt Parallelogram ABCD Line AC Line BD Point O   Point E  Point F  Line AD  Line BC  Line EF  Point O  Equals LengthOf Line AB  3  Equals LengthOf Line BC  5  Equals LengthOf Line EF  Line AB   Find PerimeterOf Quadrilateral CDEF   ,11
4649,((3.0+4.0)/3.0),"Equals(LengthOf(Line(A,B)),3), Equals(LengthOf(Line(B,C)),4), Find(RatioOf(Line(D,E),Line(D,F)))",Equals LengthOf Line AB  3  Equals LengthOf Line BC  4  Find RatioOf Line DE Line DF   ,0.428571429
4795,((3.0+4.0)/3.0),"Parallel(Line(A,B),Line(C,D)), Line(E,F), Equals(LengthOf(Line(A,C)),3), Equals(LengthOf(Line(C,E)),4), Find(RatioOf(Line(B,D),Line(B,F)))",Parallel Line AB Line CD   Line EF  Equals LengthOf Line AC  3  Equals LengthOf Line CE  4  Find RatioOf Line BD Line BF   ,0.428571429
7475,((3.0+4.0)/3.0*5.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D)),3), Equals(LengthOf(Line(B,D)),4), Equals(LengthOf(Line(B,C)),5), Find(LengthOf(Line(D,E)))",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AD  3  Equals LengthOf Line BD  4  Equals LengthOf Line BC  5  Find LengthOf Line DE   ,2.142857143
7438,((3.0+4.0)/3.0*6.0),"Parallelogram(A,B,C,D), Parallel(Line(E,F),Line(A,B)), Line(A,D), Line(B,D), Equals(LengthOf(Line(D,E), Line(E,A)),3:4), Equals(LengthOf(Line(E,F)),6), Find(LengthOf(Line(C,D)))",Parallelogram ABCD  Parallel Line EF Line AB   Line AD  Line BD  Equals LengthOf Line DE  Line EA  3:4  Equals LengthOf Line EF  6  Find LengthOf Line CD   ,14
7291,((3.0+4.0)/3.0*6.0),"LengthOf(Triangle(A,B,C)), Point(D), Point(E), Line(A,B), Line(A,C), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(D,E)),6,RatioOf(Line(A,D),Line(D,B)), Find(LengthOf(Line(B,C)))",LengthOf Triangle ABC   Point D  Point E  Line AB  Line AC  Parallel Line DE Line BC   Equals LengthOf Line DE  6RatioOf Line AD Line DB   Find LengthOf Line BC   ,14
4682,((3.0+4.0)/6.0*3.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,E)),6), Equals(LengthOf(Line(A,D), Line(D,B)),3:4), Find(LengthOf(Line(A,C)))",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AE  6  Equals LengthOf Line AD  Line DB  3:4  Find LengthOf Line AC   ,14
7982,((3.0+5.0)/3.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D)),3), Equals(LengthOf(Line(B,D)),5), Find(RatioOf(Line(D,E),Line(B,C)))",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AD  3  Equals LengthOf Line BD  5  Find RatioOf Line DE Line BC   ,0.375
