75,x=(540-4)/8,67,"[""Find(MeasureOf(Angle(U)))"", ""Equals(MeasureOf(Angle(U, V, W)), 3x-11)"", ""Equals(MeasureOf(Angle(V, U, Z)), x-8)"", ""Equals(MeasureOf(Angle(Y, W, V)), x+8)"", ""Equals(MeasureOf(Angle(U, Z, Y)), 2x+7)"", ""Equals(MeasureOf(Angle(Z, Y, W)), x)""]",Find MeasureOf Angle U    Equals MeasureOf Angle U V W   3x-11  Equals MeasureOf Angle V U Z   x-8  Equals MeasureOf Angle Y W V   x+8  Equals MeasureOf Angle U Z Y   2x+7  Equals MeasureOf Angle Z Y W   x 
78,x=(360-280)/2,40,"[""Find(x)"", ""Equals(MeasureOf(Angle(C, G, D)), 135)"", ""Equals(MeasureOf(Angle(D, G, B)), 145)"", ""Equals(MeasureOf(Angle(C, G, E)), x)"", ""Equals(MeasureOf(Angle(E, G, B)), x)"", ""PointLiesOnCircle(B, Circle(G, radius_6_0))"", ""PointLiesOnCircle(C, Circle(G, radius_6_0))"", ""PointLiesOnCircle(D, Circle(G, radius_6_0))"", ""PointLiesOnCircle(E, Circle(G, radius_6_0))""]",Find x  Equals MeasureOf Angle C G D   135  Equals MeasureOf Angle D G B   145  Equals MeasureOf Angle C G E   x  Equals MeasureOf Angle E G B   x  PointLiesOnCircle B Circle G radius_6_0   PointLiesOnCircle C Circle G radius_6_0   PointLiesOnCircle D Circle G radius_6_0   PointLiesOnCircle E Circle G radius_6_0  
82,x=7,7,"[""Find(MeasureOf(Angle(E,F,G)))"", ""Equals(MeasureOf(Angle(G, F, E)), 9x+7)"", ""Equals(MeasureOf(Angle(G, D, E)), 5x)"", ""Equals(MeasureOf(Angle(D, E, F)), 5x)"", ""PointLiesOnLine(F, Line(D, G))""]",Find MeasureOf Angle EFG    Equals MeasureOf Angle G F E   9x+7  Equals MeasureOf Angle G D E   5x  Equals MeasureOf Angle D E F   5x  PointLiesOnLine F Line D G  
83,x=((12*17*1/2)*2)*2,408,"[""Find(AreaOf(Shape(A,C,B,D)))"", ""Equals(LengthOf(Line(A, E)), 12)"", ""Equals(LengthOf(Line(C, E)), 17)"", ""Equals(LengthOf(Line(D, E)), 17)"", ""Equals(LengthOf(Line(B, E)), 12)"", ""PointLiesOnLine(E, Line(A, B))"", ""PointLiesOnLine(E, Line(C, D))"", ""Perpendicular(Line(A, E), Line(D, E))""]",Find AreaOf Shape ACBD    Equals LengthOf Line A E   12  Equals LengthOf Line C E   17  Equals LengthOf Line D E   17  Equals LengthOf Line B E   12  PointLiesOnLine E Line A B   PointLiesOnLine E Line C D   Perpendicular Line A E  Line D E  
86,x=55,55,"[""Equals(MeasureOf(Angle(A_2)),110)"", ""Equals(MeasureOf(Angle(A_12)),55)"", ""Find(MeasureOf(Angle(A_2)))"", ""Equals(MeasureOf(Angle(K, A, J)), MeasureOf(Angle(A_13)))"", ""Equals(MeasureOf(Angle(E, A, K)), MeasureOf(Angle(A_14)))"", ""Equals(MeasureOf(Angle(D, H, F)), MeasureOf(Angle(A_3)))"", ""Equals(MeasureOf(Angle(C, I, B)), MeasureOf(Angle(A_2)))"", ""Equals(MeasureOf(Angle(D, I, C)), MeasureOf(Angle(A_1)))"", ""Equals(MeasureOf(Angle(B, H, E)), MeasureOf(Angle(A_8)))"", ""Equals(MeasureOf(Angle(C, A, E)), MeasureOf(Angle(A_10)))"", ""Equals(MeasureOf(Angle(G, E, A)), MeasureOf(Angle(A_15)))"", ""Equals(MeasureOf(Angle(F, E, L)), MeasureOf(Angle(A_12)))"", ""Equals(MeasureOf(Angle(A, I, D)), MeasureOf(Angle(A_5)))"", ""Equals(MeasureOf(Angle(J, A, C)), MeasureOf(Angle(A_9)))"", ""Equals(MeasureOf(Angle(B, I, A)), MeasureOf(Angle(A_6)))"", ""Equals(MeasureOf(Angle(L, E, G)), MeasureOf(Angle(A_16)))"", ""Equals(MeasureOf(Angle(A, E, F)), MeasureOf(Angle(A_11)))"", ""Equals(MeasureOf(Angle(E, H, I)), MeasureOf(Angle(A_7)))"", ""Equals(MeasureOf(Angle(F, H, B)), MeasureOf(Angle(A_4)))"", ""PointLiesOnLine(I, Line(A, C))"", ""PointLiesOnLine(E, Line(A, L))"", ""PointLiesOnLine(A, Line(C, K))"", ""PointLiesOnLine(I, Line(C, K))"", ""PointLiesOnLine(H, Line(E, F))"", ""PointLiesOnLine(A, Line(E, J))"", ""PointLiesOnLine(H, Line(I, B))"", ""PointLiesOnLine(A, Line(I, K))"", ""PointLiesOnLine(A, Line(J, L))"", ""PointLiesOnLine(E, Line(J, L))"", ""PointLiesOnLine(H, Line(B, D))"", ""PointLiesOnLine(I, Line(B, D))"", ""PointLiesOnLine(I, Line(D, H))"", ""PointLiesOnLine(E, Line(H, G))"", ""PointLiesOnLine(E, Line(F, G))"", ""PointLiesOnLine(H, Line(F, G))"", ""Parallel(Line(C, I), Line(H, F))""]",Equals MeasureOf Angle A_2  110  Equals MeasureOf Angle A_12  55  Find MeasureOf Angle A_2    Equals MeasureOf Angle K A J   MeasureOf Angle A_13    Equals MeasureOf Angle E A K   MeasureOf Angle A_14    Equals MeasureOf Angle D H F   MeasureOf Angle A_3    Equals MeasureOf Angle C I B   MeasureOf Angle A_2    Equals MeasureOf Angle D I C   MeasureOf Angle A_1    Equals MeasureOf Angle B H E   MeasureOf Angle A_8    Equals MeasureOf Angle C A E   MeasureOf Angle A_10    Equals MeasureOf Angle G E A   MeasureOf Angle A_15    Equals MeasureOf Angle F E L   MeasureOf Angle A_12    Equals MeasureOf Angle A I D   MeasureOf Angle A_5    Equals MeasureOf Angle J A C   MeasureOf Angle A_9    Equals MeasureOf Angle B I A   MeasureOf Angle A_6    Equals MeasureOf Angle L E G   MeasureOf Angle A_16    Equals MeasureOf Angle A E F   MeasureOf Angle A_11    Equals MeasureOf Angle E H I   MeasureOf Angle A_7    Equals MeasureOf Angle F H B   MeasureOf Angle A_4    PointLiesOnLine I Line A C   PointLiesOnLine E Line A L   PointLiesOnLine A Line C K   PointLiesOnLine I Line C K   PointLiesOnLine H Line E F   PointLiesOnLine A Line E J   PointLiesOnLine H Line I B   PointLiesOnLine A Line I K   PointLiesOnLine A Line J L   PointLiesOnLine E Line J L   PointLiesOnLine H Line B D   PointLiesOnLine I Line B D   PointLiesOnLine I Line D H   PointLiesOnLine E Line H G   PointLiesOnLine E Line F G   PointLiesOnLine H Line F G   Parallel Line C I  Line H F  
87,x=30+10,40,"[""Rectangle(M,N,Q,R)"", ""Equals(LengthOf(Line(N,R)),2x+10)"", ""Equals(LengthOf(Line(N,P)),2x-30)"", ""Find(LengthOf(Line(M,P)))"", ""PointLiesOnLine(P, Line(Q, M))"", ""PointLiesOnLine(P, Line(N, R))""]",Rectangle MNQR  Equals LengthOf Line NR  2x+10  Equals LengthOf Line NP  2x-30  Find LengthOf Line MP    PointLiesOnLine P Line Q M   PointLiesOnLine P Line N R  
89,x=93,93,"[""Find(x)"", ""Equals(MeasureOf(Angle(S, A, T)), 93)"", ""Equals(MeasureOf(Angle(R, A, S)), x)"", ""PointLiesOnCircle(S, Circle(A, radius_3_0))"", ""PointLiesOnCircle(T, Circle(A, radius_3_0))"", ""PointLiesOnCircle(R, Circle(A, radius_3_0))"", ""Equals(LengthOf(Line(S, R)), LengthOf(Line(T, S)))""]",Find x  Equals MeasureOf Angle S A T   93  Equals MeasureOf Angle R A S   x  PointLiesOnCircle S Circle A radius_3_0   PointLiesOnCircle T Circle A radius_3_0   PointLiesOnCircle R Circle A radius_3_0   Equals LengthOf Line S R   LengthOf Line T S   
98,x=25*(11/2),137.5,"[""Find(AreaOf(Kite(A,B,D,C)))"", ""Equals(LengthOf(Line(A, D)), 11)"", ""Equals(LengthOf(Line(B, C)), 25)""]",Find AreaOf Kite ABDC    Equals LengthOf Line A D   11  Equals LengthOf Line B C   25 
102,x=(6^2*3.14)*(148/360),46.5,"[""Find(AreaOf(Sector(K,J,L)))"", ""Equals(LengthOf(Line(K, L)), 6)"", ""Equals(MeasureOf(Angle(J, K, L)), 148)"", ""PointLiesOnCircle(L, Circle(K, radius_3_0))"", ""PointLiesOnCircle(J, Circle(K, radius_3_0))""]",Find AreaOf Sector KJL    Equals LengthOf Line K L   6  Equals MeasureOf Angle J K L   148  PointLiesOnCircle L Circle K radius_3_0   PointLiesOnCircle J Circle K radius_3_0  
106,x=15-6,,"[""Triangle(A,C,E)"", ""IsCentroidOf(Point(P),Triangle(A,C,E))"", ""Equals(LengthOf(Line(P,F)),6)"", ""Equals(LengthOf(Line(A,D)),15)"", ""Find(LengthOf(Line(P,C)))"", ""PointLiesOnLine(F, Line(E, A))"", ""PointLiesOnLine(D, Line(E, C))"", ""PointLiesOnLine(P, Line(E, B))"", ""PointLiesOnLine(B, Line(A, C))"", ""PointLiesOnLine(P, Line(A, D))"", ""PointLiesOnLine(P, Line(C, F))""]",Triangle ACE  IsCentroidOf Point P Triangle ACE   Equals LengthOf Line PF  6  Equals LengthOf Line AD  15  Find LengthOf Line PC    PointLiesOnLine F Line E A   PointLiesOnLine D Line E C   PointLiesOnLine P Line E B   PointLiesOnLine B Line A C   PointLiesOnLine P Line A D   PointLiesOnLine P Line C F  
109,x=(110*((3482-144)/333.8))+53,1153,"[""Equals(PerimeterOf(Triangle(A,B,C)), 3482)"", ""Find(LengthOf(Line(C,B)))"", ""Equals(LengthOf(Line(B, C)), 5)"", ""Equals(LengthOf(Line(A, C)), 8x)"", ""Equals(LengthOf(Line(B, C)), 110x+53)"", ""Equals(LengthOf(Line(A, C)), 73)"", ""Equals(LengthOf(Line(A, B)), 150x+91)""]",Equals PerimeterOf Triangle ABC   3482  Find LengthOf Line CB    Equals LengthOf Line B C   5  Equals LengthOf Line A C   8x  Equals LengthOf Line B C   110x+53  Equals LengthOf Line A C   73  Equals LengthOf Line A B   150x+91 
119,x=(25+1)/5.1,5.1,"[""Find(CosOf(Angle(A)))"", ""Equals(LengthOf(Line(A, C)), 5?━26)"", ""Equals(MeasureOf(Angle(D, C, A)), x)"", ""Equals(LengthOf(Line(C, D)), 5)"", ""Equals(LengthOf(Line(C, B)), ?━26)"", ""Equals(LengthOf(Line(A, D)), 25)"", ""Equals(LengthOf(Line(D, B)), 1)"", ""PointLiesOnLine(D, Line(A, B))"", ""Perpendicular(Line(A, C), Line(C, B))"", ""Perpendicular(Line(C, D), Line(A, B))""]",Find CosOf Angle A    Equals LengthOf Line A C   5?━26  Equals MeasureOf Angle D C A   x  Equals LengthOf Line C D   5  Equals LengthOf Line C B   ?━26  Equals LengthOf Line A D   25  Equals LengthOf Line D B   1  PointLiesOnLine D Line A B   Perpendicular Line A C  Line C B   Perpendicular Line C D  Line A B  
121,x=5/5,1,"[""Find(LengthOf(Line(X,Y)))"", ""Equals(LengthOf(Line(Y, X)), 4x+5)"", ""Equals(LengthOf(Line(W, Y)), 6x+3)"", ""Equals(LengthOf(Line(W, X)), 9x)"", ""Equals(LengthOf(Line(X, x)), LengthOf(Line(W, Y)))"", ""Equals(LengthOf(Line(W, Y)), LengthOf(Line(Y, X)))""]",Find LengthOf Line XY    Equals LengthOf Line Y X   4x+5  Equals LengthOf Line W Y   6x+3  Equals LengthOf Line W X   9x  Equals LengthOf Line X x   LengthOf Line W Y    Equals LengthOf Line W Y   LengthOf Line Y X   
131,x=3/5,0.6,"[""Find(CosOf(Angle(S)))"", ""Equals(LengthOf(Line(T, S)), 4)"", ""Equals(LengthOf(Line(S, R)), 5)"", ""Equals(LengthOf(Line(T, R)), 3)"", ""Perpendicular(Line(T, S), Line(T, R))""]",Find CosOf Angle S    Equals LengthOf Line T S   4  Equals LengthOf Line S R   5  Equals LengthOf Line T R   3  Perpendicular Line T S  Line T R  
133,x=(1+8)/3,,"[""Find(y)"", ""Equals(LengthOf(Line(C, J)), 2y+1)"", ""Equals(LengthOf(Line(A, G)), 1/5x+3)"", ""Equals(LengthOf(Line(J, E)), 5y-8)"", ""Equals(LengthOf(Line(E, G)), 4x-35)"", ""PointLiesOnLine(G, Line(A, E))"", ""PointLiesOnLine(J, Line(C, E))"", ""Parallel(Line(A, C), Line(G, J))"", ""Equals(LengthOf(Line(C, J)), LengthOf(Line(J, E)))""]",Find y  Equals LengthOf Line C J   2y+1  Equals LengthOf Line A G   1/5x+3  Equals LengthOf Line J E   5y-8  Equals LengthOf Line E G   4x-35  PointLiesOnLine G Line A E   PointLiesOnLine J Line C E   Parallel Line A C  Line G J   Equals LengthOf Line C J   LengthOf Line J E   
135,x=(36+22)*2,116,"[""Find(PerimeterOf(Parallelogram(A,B,C,D)))"", ""Equals(LengthOf(Line(A, B)), 36)"", ""Equals(LengthOf(Line(A, D)), 22)"", ""Equals(MeasureOf(Angle(B, C, E)), 30)"", ""Perpendicular(Line(B, E), Line(C, E))"", ""PointLiesOnLine(E, Line(C, D))""]",Find PerimeterOf Parallelogram ABCD    Equals LengthOf Line A B   36  Equals LengthOf Line A D   22  Equals MeasureOf Angle B C E   30  Perpendicular Line B E  Line C E   PointLiesOnLine E Line C D  
136,x=(19*1.73)*44,1446.28,"[""Find(AreaOf(Parallelogram(A,C,B,D)))"", ""Equals(LengthOf(Line(C, B)), 44)"", ""Equals(MeasureOf(Angle(E, C, A)), 30)"", ""Equals(LengthOf(Line(A, E)), 19)"", ""PointLiesOnLine(E, Line(A, D))"", ""Perpendicular(Line(C, E), Line(E, D))""]",Find AreaOf Parallelogram ACBD    Equals LengthOf Line C B   44  Equals MeasureOf Angle E C A   30  Equals LengthOf Line A E   19  PointLiesOnLine E Line A D   Perpendicular Line C E  Line E D  
139,x=(3^2*3.14)*(10/360),0.785,"[""Find(AreaOf(Sector(B,A,C)))"", ""Equals(MeasureOf(Angle(A, B, C)), 10)"", ""Equals(LengthOf(Line(B, C)), 3)"", ""PointLiesOnCircle(A, Circle(B, radius_1_0))"", ""PointLiesOnCircle(C, Circle(B, radius_1_0))""]",Find AreaOf Sector BAC    Equals MeasureOf Angle A B C   10  Equals LengthOf Line B C   3  PointLiesOnCircle A Circle B radius_1_0   PointLiesOnCircle C Circle B radius_1_0  
142,x=(7+8)/3,5,"[""Find(LengthOf(Line(J,K)))"", ""Equals(LengthOf(Line(J, K)), x+7)"", ""Equals(LengthOf(Line(J, L)), 4x-8)"", ""Equals(LengthOf(Line(J, K)), LengthOf(Line(J, L)))"", ""Equals(LengthOf(Line(J, K)), LengthOf(Line(K, L)))"", ""Equals(LengthOf(Line(K, L)), LengthOf(Line(J, L)))""]",Find LengthOf Line JK    Equals LengthOf Line J K   x+7  Equals LengthOf Line J L   4x-8  Equals LengthOf Line J K   LengthOf Line J L    Equals LengthOf Line J K   LengthOf Line K L    Equals LengthOf Line K L   LengthOf Line J L   
150,x=3/5,0.6,"[""Find(SinOf(Angle(R)))"", ""Equals(LengthOf(Line(T, R)), 3)"", ""Equals(LengthOf(Line(T, S)), 4)"", ""Equals(LengthOf(Line(S, R)), 5)"", ""Perpendicular(Line(T, S), Line(T, R))""]",Find SinOf Angle R    Equals LengthOf Line T R   3  Equals LengthOf Line T S   4  Equals LengthOf Line S R   5  Perpendicular Line T S  Line T R  
157,x=((7*1.41)*2)+(27-(7*2))+27,59.74,"[""Find(PerimeterOf(Quadrilateral(A,B,C,D)))"", ""Equals(LengthOf(Line(A, D)), 27)"", ""Equals(LengthOf(Line(C, H)), 7)"", ""Equals(MeasureOf(Angle(A, B, C)), 135)"", ""PointLiesOnLine(I, Line(A, D))"", ""PointLiesOnLine(I, Line(A, H))"", ""PointLiesOnLine(H, Line(I, D))"", ""PointLiesOnLine(H, Line(A, D))"", ""Perpendicular(Line(I, F), Line(B, I))"", ""Perpendicular(Line(H, J), Line(C, H))"", ""Equals(LengthOf(Line(B, A)), LengthOf(Line(C, D)))""]",Find PerimeterOf Quadrilateral ABCD    Equals LengthOf Line A D   27  Equals LengthOf Line C H   7  Equals MeasureOf Angle A B C   135  PointLiesOnLine I Line A D   PointLiesOnLine I Line A H   PointLiesOnLine H Line I D   PointLiesOnLine H Line A D   Perpendicular Line I F  Line B I   Perpendicular Line H J  Line C H   Equals LengthOf Line B A   LengthOf Line C D   
163,x=(6*6)+(6*6*1/2),54,"[""Find(AreaOf(Shape($)))"", ""Equals(LengthOf(Line(D, H)), 6)"", ""PointLiesOnLine(H, Line(B, F))"", ""Perpendicular(Line(D, H), Line(H, B))"", ""Equals(LengthOf(Line(E, F)), 6)"", ""Equals(LengthOf(Line(A, E)), 6)"", ""PointLiesOnLine(C, Line(E, F))"", ""Perpendicular(Line(B, F), Line(A, B))"", ""Perpendicular(Line(E, F), Line(A, E))""]",Find AreaOf Shape $    Equals LengthOf Line D H   6  PointLiesOnLine H Line B F   Perpendicular Line D H  Line H B   Equals LengthOf Line E F   6  Equals LengthOf Line A E   6  PointLiesOnLine C Line E F   Perpendicular Line B F  Line A B   Perpendicular Line E F  Line A E  
169,15/1.4,10.6,"[""Triangle(A,B,C)"", ""Find(h)"", ""Equals(LengthOf(Line(B, C)), LengthOf(h))"", ""Equals(MeasureOf(Angle(C, A, B)), 45)"", ""Equals(LengthOf(Line(A, B)), 15)"", ""Perpendicular(Line(A, C), Line(B, C))""]",Triangle ABC  Find h  Equals LengthOf Line B C   LengthOf h   Equals MeasureOf Angle C A B   45  Equals LengthOf Line A B   15  Perpendicular Line A C  Line B C  
173,x=180-(20*2),140,"[""Triangle(K,L,N)"", ""Triangle(L,M,N)"", ""Equals(MeasureOf(Angle(J,K,N)),130)"", ""Find(MeasureOf(Angle(M)))"", ""Equals(MeasureOf(Angle(K, L, N)), 18)"", ""Equals(MeasureOf(Angle(J, L, K)), 25)"", ""Equals(MeasureOf(Angle(N, L, M)), 20)"", ""Equals(LengthOf(Line(K, L)), LengthOf(Line(N, L)))"", ""Equals(LengthOf(Line(N, M)), LengthOf(Line(M, L)))""]",Triangle KLN  Triangle LMN  Equals MeasureOf Angle JKN  130  Find MeasureOf Angle M    Equals MeasureOf Angle K L N   18  Equals MeasureOf Angle J L K   25  Equals MeasureOf Angle N L M   20  Equals LengthOf Line K L   LengthOf Line N L    Equals LengthOf Line N M   LengthOf Line M L   
187,x=(3^2*3.14)*((360-(130+130))/360),7.85,"[""Find(AreaOf(Shape($)))"", ""Equals(LengthOf(Line(C, F)), 3)"", ""Equals(MeasureOf(Angle(E, A, D)), 130)"", ""PointLiesOnLine(A, Line(B, D))"", ""PointLiesOnLine(A, Line(C, E))"", ""PointLiesOnCircle(B, Circle(A, radius_0_0))"", ""Equals(MeasureOf(Angle(C, A, D)), MeasureOf(Angle(B, A, E)))"", ""PointLiesOnCircle(C, Circle(A, radius_0_0))"", ""PointLiesOnCircle(D, Circle(A, radius_0_0))"", ""PointLiesOnCircle(E, Circle(A, radius_0_0))""]",Find AreaOf Shape $    Equals LengthOf Line C F   3  Equals MeasureOf Angle E A D   130  PointLiesOnLine A Line B D   PointLiesOnLine A Line C E   PointLiesOnCircle B Circle A radius_0_0   Equals MeasureOf Angle C A D   MeasureOf Angle B A E    PointLiesOnCircle C Circle A radius_0_0   PointLiesOnCircle D Circle A radius_0_0   PointLiesOnCircle E Circle A radius_0_0  
212,x=(((90-52)*5)-(52*2))/((14*5)+(8*2)),1,"[""Find(y)"", ""Equals(MeasureOf(Angle(Y, X, Z)), 15x-8y)"", ""Equals(MeasureOf(Angle(B, V, C)), 52)"", ""Equals(MeasureOf(Angle(B, C, V)), 6x+14y)"", ""Equals(MeasureOf(Angle(B, V, C)), MeasureOf(Angle(Y, X, Z)))"", ""Perpendicular(Line(V, B), Line(B, C))"", ""Perpendicular(Line(X, Y), Line(Y, Z))""]",Find y  Equals MeasureOf Angle Y X Z   15x-8y  Equals MeasureOf Angle B V C   52  Equals MeasureOf Angle B C V   6x+14y  Equals MeasureOf Angle B V C   MeasureOf Angle Y X Z    Perpendicular Line V B  Line B C   Perpendicular Line X Y  Line Y Z  
221,x=12*(3*3.61/3.61),36,"[""Equals(PerimeterOf(Triangle(B,P,A)),12)"", ""Equals(LengthOf(Line(B,M)),?━13)"", ""Equals(LengthOf(Line(C,N)),3?━13)"", ""Find(PerimeterOf(Triangle(C,P,D)))"", ""PointLiesOnLine(P, Line(B, C))"", ""PointLiesOnLine(N, Line(A, D))"", ""PointLiesOnLine(M, Line(A, D))"", ""PointLiesOnLine(P, Line(A, D))"", ""PointLiesOnLine(M, Line(A, N))"", ""PointLiesOnLine(P, Line(A, N))"", ""PointLiesOnLine(M, Line(A, P))"", ""PointLiesOnLine(N, Line(M, D))"", ""PointLiesOnLine(P, Line(M, D))"", ""PointLiesOnLine(P, Line(M, N))"", ""PointLiesOnLine(N, Line(P, D))"", ""Perpendicular(Line(C, P), Line(P, N))"", ""Equals(LengthOf(Line(C, D)), LengthOf(Line(A, M)))"", ""Equals(LengthOf(Line(A, M)), LengthOf(Line(M, P)))"", ""Equals(MeasureOf(Angle(P, A, B)), MeasureOf(Angle(C, D, P)))""]",Equals PerimeterOf Triangle BPA  12  Equals LengthOf Line BM  ?━13  Equals LengthOf Line CN  3?━13  Find PerimeterOf Triangle CPD    PointLiesOnLine P Line B C   PointLiesOnLine N Line A D   PointLiesOnLine M Line A D   PointLiesOnLine P Line A D   PointLiesOnLine M Line A N   PointLiesOnLine P Line A N   PointLiesOnLine M Line A P   PointLiesOnLine N Line M D   PointLiesOnLine P Line M D   PointLiesOnLine P Line M N   PointLiesOnLine N Line P D   Perpendicular Line C P  Line P N   Equals LengthOf Line C D   LengthOf Line A M    Equals LengthOf Line A M   LengthOf Line M P    Equals MeasureOf Angle P A B   MeasureOf Angle C D P   
237,x=180-57,123,"[""Parallel(Line(a),Line(b))"", ""Parallel(Line(c),Line(d))"", ""Equals(MeasureOf(Angle(A_4)),57)"", ""Find(MeasureOf(Angle(A_1)))"", ""Equals(MeasureOf(Angle(I, F, A)), MeasureOf(Angle(A_1)))"", ""Equals(MeasureOf(Angle(A, F, E)), MeasureOf(Angle(A_2)))"", ""Equals(MeasureOf(Angle(I, E, B)), MeasureOf(Angle(A_3)))"", ""Equals(MeasureOf(Angle(B, E, C)), MeasureOf(Angle(A_4)))"", ""Equals(MeasureOf(Angle(D, F, I)), MeasureOf(Angle(A_8)))"", ""Equals(MeasureOf(Angle(E, F, D)), MeasureOf(Angle(A_7)))"", ""Equals(MeasureOf(Angle(H, E, F)), MeasureOf(Angle(A_6)))"", ""Equals(MeasureOf(Angle(C, E, H)), MeasureOf(Angle(A_5)))"", ""Equals(MeasureOf(Angle(G, D, F)), MeasureOf(Angle(A_9)))"", ""Equals(MeasureOf(Angle(F, D, H)), MeasureOf(Angle(A_10)))"", ""Equals(MeasureOf(Angle(D, H, B)), MeasureOf(Angle(A_11)))"", ""Equals(MeasureOf(Angle(B, H, J)), MeasureOf(Angle(A_12)))"", ""Equals(LengthOf(Line(D, G)), 16)"", ""Equals(MeasureOf(Angle(H, D, L)), MeasureOf(Angle(A_15)))"", ""Equals(MeasureOf(Angle(K, H, D)), MeasureOf(Angle(A_1)))"", ""Equals(MeasureOf(Angle(J, H, K)), MeasureOf(Angle(A_13)))"", ""PointLiesOnLine(E, Line(B, H))"", ""PointLiesOnLine(E, Line(B, K))"", ""PointLiesOnLine(H, Line(B, K))"", ""PointLiesOnLine(F, Line(E, I))"", ""PointLiesOnLine(H, Line(E, K))"", ""PointLiesOnLine(D, Line(H, G))"", ""PointLiesOnLine(H, Line(D, J))"", ""PointLiesOnLine(F, Line(D, A))"", ""PointLiesOnLine(E, Line(F, C))"", ""PointLiesOnLine(D, Line(F, L))"", ""PointLiesOnLine(D, Line(G, J))"", ""PointLiesOnLine(H, Line(G, J))"", ""PointLiesOnLine(D, Line(A, L))"", ""PointLiesOnLine(F, Line(A, L))"", ""PointLiesOnLine(E, Line(I, C))"", ""PointLiesOnLine(F, Line(I, C))""]",Parallel Line a Line b   Parallel Line c Line d   Equals MeasureOf Angle A_4  57  Find MeasureOf Angle A_1    Equals MeasureOf Angle I F A   MeasureOf Angle A_1    Equals MeasureOf Angle A F E   MeasureOf Angle A_2    Equals MeasureOf Angle I E B   MeasureOf Angle A_3    Equals MeasureOf Angle B E C   MeasureOf Angle A_4    Equals MeasureOf Angle D F I   MeasureOf Angle A_8    Equals MeasureOf Angle E F D   MeasureOf Angle A_7    Equals MeasureOf Angle H E F   MeasureOf Angle A_6    Equals MeasureOf Angle C E H   MeasureOf Angle A_5    Equals MeasureOf Angle G D F   MeasureOf Angle A_9    Equals MeasureOf Angle F D H   MeasureOf Angle A_10    Equals MeasureOf Angle D H B   MeasureOf Angle A_11    Equals MeasureOf Angle B H J   MeasureOf Angle A_12    Equals LengthOf Line D G   16  Equals MeasureOf Angle H D L   MeasureOf Angle A_15    Equals MeasureOf Angle K H D   MeasureOf Angle A_1    Equals MeasureOf Angle J H K   MeasureOf Angle A_13    PointLiesOnLine E Line B H   PointLiesOnLine E Line B K   PointLiesOnLine H Line B K   PointLiesOnLine F Line E I   PointLiesOnLine H Line E K   PointLiesOnLine D Line H G   PointLiesOnLine H Line D J   PointLiesOnLine F Line D A   PointLiesOnLine E Line F C   PointLiesOnLine D Line F L   PointLiesOnLine D Line G J   PointLiesOnLine H Line G J   PointLiesOnLine D Line A L   PointLiesOnLine F Line A L   PointLiesOnLine E Line I C   PointLiesOnLine F Line I C  
255,x=16/15,1.1,"[""Find(TanOf(Angle(A)))"", ""Equals(LengthOf(Line(A, B)), 21)"", ""Equals(LengthOf(Line(B, C)), 15)"", ""Equals(LengthOf(Line(A, C)), 16)"", ""Perpendicular(Line(B, C), Line(A, C))""]",Find TanOf Angle A    Equals LengthOf Line A B   21  Equals LengthOf Line B C   15  Equals LengthOf Line A C   16  Perpendicular Line B C  Line A C  
331,x=36/39,0.92,"[""Find(RatioOf(CosOf(Angle(M))))"", ""Equals(LengthOf(Line(M, P)), 36)"", ""Equals(LengthOf(Line(N, P)), 15)"", ""Equals(LengthOf(Line(M, N)), 39)"", ""Perpendicular(Line(M, P), Line(N, P))""]",Find RatioOf CosOf Angle M     Equals LengthOf Line M P   36  Equals LengthOf Line N P   15  Equals LengthOf Line M N   39  Perpendicular Line M P  Line N P  
346,x=90-72,18,"[""IsAltitudeOf(Line(C,P), Triangle(A,B,C))"", ""BisectsAngle(Line(C,Q),Angle(A,C,B))"", ""IsMidpointOf(Point(R),Line(A,B))"", ""Equals(MeasureOf(Angle(A,P,C)),72+x)"", ""Find(x)"", ""PointLiesOnLine(Q, Line(R, A))"", ""PointLiesOnLine(P, Line(R, A))"", ""PointLiesOnLine(Q, Line(R, P))"", ""PointLiesOnLine(R, Line(A, B))"", ""PointLiesOnLine(Q, Line(A, B))"", ""PointLiesOnLine(P, Line(A, B))"", ""PointLiesOnLine(P, Line(A, Q))"", ""PointLiesOnLine(R, Line(B, Q))"", ""PointLiesOnLine(R, Line(B, P))"", ""PointLiesOnLine(Q, Line(B, P))""]",IsAltitudeOf Line CP  Triangle ABC   BisectsAngle Line CQ Angle ACB   IsMidpointOf Point R Line AB   Equals MeasureOf Angle APC  72+x  Find x  PointLiesOnLine Q Line R A   PointLiesOnLine P Line R A   PointLiesOnLine Q Line R P   PointLiesOnLine R Line A B   PointLiesOnLine Q Line A B   PointLiesOnLine P Line A B   PointLiesOnLine P Line A Q   PointLiesOnLine R Line B Q   PointLiesOnLine R Line B P   PointLiesOnLine Q Line B P  
